"Bill_id","Bill_description","Patron_id","Patron_name","Last_house_committee_id","Last_house_action","Last_house_action_date","Last_senate_committee_id","Last_senate_action","Last_senate_action_date","Last_conference_action","Last_conference_action_date","Last_governor_action","Last_governor_action_date","Emergency","Passed_house","Passed_senate","Passed","Failed","Carried_over","Approved","Vetoed","Full_text_doc1","Full_text_date1","Full_text_doc2","Full_text_date2","Full_text_doc3","Full_text_date3","Full_text_doc4","Full_text_date4","Full_text_doc5","Full_text_date5","Full_text_doc6","Full_text_date6","Last_house_actid","Last_senate_actid","Last_conference_actid","Last_governor_actid","Chapter_id","Introduction_date","Last_actid"
"SB746","Recovery of attorney fees from agency; actions brought in violation of law or for improper purpose.","S60","Wagner","H08","Signed by Speaker","03/10/16","S03","Enrolled Bill Communicated to Governor on 3/11/16","03/11/16","","","Approved by Governor-Chapter 625 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","SB746","01/22/16","SB746S1","02/08/16","SB746H1","03/02/16","SB746ER","03/10/16","","","","","H5620","S7010","","G7050","","01/22/16","G7050"
"SB747","Promotion of cybersecurity in the Commonwealth.","S60","Wagner","","","","S05","Stricken at request of Patron in Finance (14-Y 0-N)","02/10/16","","","","","N","N","N","N","Y","N","N","N","SB747","01/22/16","","","","","","","","","","","","S0581","","","","01/22/16","S0581"
"SB748","Economic Development Infrastructure Act of 2016; acquisition of utility right of way.","S60","Wagner","H14","Signed by Speaker","03/25/16","S02","Enrolled Bill Communicated to Governor on 3/28/16","03/28/16","Amended by conference committee","03/11/16","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/28/16","N","Y","Y","Y","N","N","N","N","SB748","01/22/16","SB748S1","02/15/16","SB748ES1","02/16/16","SB748H1","03/01/16","SB748ER","03/25/16","","","H5620","S7010","C6038","G7010","","01/22/16","G7010"
"SB749","Qualified equity and subordinated debt investments tax credit; qualified businesses.","S69","McDougle","","","","S05","Incorporated by Finance (SB200-Howell) (15-Y 0-N)","02/09/16","","","","","N","N","N","N","Y","N","N","N","SB749","01/22/16","","","","","","","","","","","","S0599","","","","01/22/16","S0599"
"SB750","Commonwealth&apos;s Development Opportunity Fund; political contributions, report.","S26","Norment","H08","Signed by Speaker","03/11/16","S05","Enrolled Bill Communicated to Governor on 3/16/16","03/16/16","","","Approved by Governor-Chapter 641 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","SB750","01/22/16","SB750H1","03/02/16","SB750ER","03/11/16","","","","","","","H5620","S7010","","G7050","","01/22/16","G7050"
"SB751","Limited Residential Lodging and Short-term Rental Lodging Act; penalty.","S96","DeSteph","","","","S05","Left in Finance","02/17/16","","","","","N","N","N","N","Y","N","N","N","SB751","01/22/16","SB751S1","02/16/16","","","","","","","","","","S0594","","","","01/22/16","S0594"
"SB752","Health insurance provider contracts; accepting enrollees as patients.","S100","Surovell","","","","S02","Continued to 2017 in Commerce and Labor (12-Y 0-N)","02/01/16","","","","","N","N","N","N","N","Y","N","N","SB752","01/22/16","","","","","","","","","","","","S0240","","","","01/22/16","S0240"
"SB753","Tobacco Region Revitalization Commission; transfer of funds to Medicaid.","S45","Edwards","","","","S05","Passed by indefinitely in Finance (11-Y 4-N)","02/02/16","","","","","N","N","N","N","Y","N","N","N","SB753","01/22/16","","","","","","","","","","","","S0590","","","","01/22/16","S0590"
"SB754","DGS; authorized, with approval of Governor, to convey certain property to Clarke County.","S79","Vogel","","","","S05","Passed by indefinitely in Finance (14-Y 1-N)","02/11/16","","","","","N","N","N","N","Y","N","N","N","SB754","01/22/16","","","","","","","","","","","","S0590","","","","01/22/16","S0590"
"SB755","Violations of protective orders; penalty.","S78","Stuart","","","","S05","Left in Finance","02/17/16","","","","","N","N","N","N","Y","N","N","N","SB755","01/22/16","SB755S1","01/27/16","","","","","","","","","","S0594","","","","01/22/16","S0594"
"SB756","Income tax, corporate; rate of taxation.","S99","Sturtevant","","","","S05","Passed by indefinitely in Finance (14-Y 1-N)","02/03/16","","","","","N","N","N","N","Y","N","N","N","SB756","01/22/16","","","","","","","","","","","","S0590","","","","01/22/16","S0590"
"SB757","Income tax, state; modifies tax by establishing a flat 5.75% tax on all taxable income.","S68","Obenshain","","","","S05","Continued to 2017 in Finance (15-Y 0-N)","02/09/16","","","","","N","N","N","N","N","Y","N","N","SB757","01/22/16","","","","","","","","","","","","S0540","","","","01/22/16","S0540"
"SB758","Alcoholic beverage control; farm winery license.","S83","Black","H11","Signed by Speaker","03/11/16","S09","Enrolled Bill Communicated to Governor on 3/16/16","03/16/16","","","Approved by Governor-Chapter 656 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","SB758","01/22/16","SB758S1","02/05/16","SB758ER","03/11/16","","","","","","","H5620","S7010","","G7050","","01/22/16","G7050"
"SB759","Public schools; dyslexia advisor.","S83","Black","","","","S04","Continued to 2017 in Education and Health (15-Y 0-N)","02/11/16","","","","","N","N","N","N","N","Y","N","N","SB759","01/22/16","","","","","","","","","","","","S0440","","","","01/22/16","S0440"
"SB760","Malicious impersonation by computer; penalty.","S73","McEachin","H08","Left in Courts of Justice","03/08/16","S03","Passed Senate (39-Y 0-N)","02/15/16","","","","","N","N","Y","N","Y","N","N","N","SB760","01/22/16","SB760S1","02/10/16","","","","","","","","","H0894","S5001","","","","01/22/16","H0894"
"SB761","Electric utilities; mandatory renewable portfolio standard.","S73","McEachin","","","","S02","Passed by indefinitely in Commerce and Labor (14-Y 0-N)","02/08/16","","","","","N","N","N","N","Y","N","N","N","SB761","01/22/16","","","","","","","","","","","","S0290","","","","01/22/16","S0290"
"SB762","License plates, special; issuance for supporters of Virginia Women Veterans.","S94","Dance","","","","S11","Continued to 2017 in Transportation (13-Y 0-N)","02/03/16","","","","","N","N","N","N","N","Y","N","N","SB762","01/22/16","","","","","","","","","","","","S1140","","","","01/22/16","S1140"
"SB763","Special education; recording of classrooms.","S94","Dance","","","","S04","Continued to 2017 in Education and Health (15-Y 0-N)","02/11/16","","","","","N","N","N","N","N","Y","N","N","SB763","01/22/16","","","","","","","","","","","","S0440","","","","01/22/16","S0440"
"SB764","Concealed handgun; recognition of out-of-state permits.","S101","Suetterlein","","","","S03","Incorporated by Courts of Justice (SB610-Reeves) (14-Y 0-N)","01/27/16","","","","","N","N","N","N","Y","N","N","N","SB764","01/22/16","","","","","","","","","","","","S0399","","","","01/22/16","S0399"
"SB765","Commissioner of Highways; powers, emergency removal of snow and ice.","S101","Suetterlein","H19","Signed by Speaker","03/01/16","S11","Enrolled Bill Communicated to Governor on 3/7/2016","03/07/16","","","Approved by Governor-Chapter 538 (effective 7/1/16)","03/29/16","N","Y","Y","Y","N","N","Y","N","SB765","01/22/16","SB765ER","03/01/16","","","","","","","","","H5620","S7010","","G7050","","01/22/16","G7050"
"SB766","Method of nominating party candidates; incumbent selection.","S101","Suetterlein","","","","S08","Passed by indefinitely in Privileges and Elections (7-Y 6-N)","02/09/16","","","","","N","N","N","N","Y","N","N","N","SB766","01/22/16","","","","","","","","","","","","S0890","","","","01/22/16","S0890"
"SB767","Form of ballot; party identification of candidates.","S101","Suetterlein","H18","Signed by Speaker","03/11/16","S08","Enrolled Bill Communicated to Governor on 3/16/16","03/16/16","","","Governor's Action Deadline Midnight, Sunday, April 10, 2016","03/16/16","N","Y","Y","Y","N","N","N","N","SB767","01/22/16","SB767ER","03/11/16","","","","","","","","","H5620","S7010","","G7010","","01/22/16","G7010"
"SB768","Reckless driving; exceeding speed limit.","S101","Suetterlein","H08","Left in Courts of Justice","03/08/16","S11","Read third time and passed Senate (26-Y 14-N)","02/10/16","","","","","N","N","Y","N","Y","N","N","N","SB768","01/22/16","","","","","","","","","","","H0894","S5000","","","","01/22/16","H0894"
"SB769","Bedford; references to the former city of Bedford.","S101","Suetterlein","H07","Signed by Speaker","02/24/16","S07","Enrolled Bill Communicated to Governor on 2/25/16","02/25/16","","","Acts of Assembly Chapter text (CHAP0164)","03/01/16","N","Y","Y","Y","N","N","Y","N","SB769","01/22/16","SB769ER","02/24/16","CHAP0164","03/01/16","","","","","","","H5620","S7010","","G9998","CHAP0164","01/22/16","G9998"
"SB770","Congressional and state legislative districts; compactness standard.","S101","Suetterlein","H18","Left in Privileges and Elections","03/08/16","S08","Read third time and passed Senate (21-Y 19-N)","02/08/16","","","","","N","N","Y","N","Y","N","N","N","SB770","01/22/16","","","","","","","","","","","H1894","S5000","","","","01/22/16","H1894"
"SB771","Confidentiality of information about victims of certain crimes.","S85","Ebbin","","","","S09","Incorporated by Rehabilitation and Social Services (SB253-DeSteph) (14-Y 0-N)","01/29/16","","","","","N","N","N","N","Y","N","N","N","SB771","01/22/16","","","","","","","","","","","","S0999","","","","01/22/16","S0999"
"SB772","Officers of elections; State Board of Elections to provide training online.","S85","Ebbin","","","","S08","Incorporated by Privileges and Elections (SB574-McEachin) (13-Y 0-N)","02/02/16","","","","","N","N","N","N","Y","N","N","N","SB772","01/25/16","","","","","","","","","","","","S0899","","","","01/25/16","S0899"
"SB773","Medical Assistance Services, Department of; asset location and recovery.","S97","Dunnavant","","","","S04","Stricken at request of patron in Education and Health (15-Y 0-N)","02/04/16","","","","","N","N","N","N","Y","N","N","N","SB773","01/25/16","","","","","","","","","","","","S0481","","","","01/25/16","S0481"
"SB774","DMAS; Request for Proposal.","S97","Dunnavant","H12","Signed by Speaker","02/23/16","S04","Enrolled Bill Communicated to Governor on 2/23/16","02/23/16","","","Acts of Assembly Chapter text (CHAP0114)","03/01/16","N","Y","Y","Y","N","N","Y","N","SB774","01/25/16","SB774E","02/08/16","SB774ER","02/23/16","CHAP0114","03/01/16","","","","","H5620","S7010","","G9998","CHAP0114","01/25/16","G9998"
"SB775","DMAS; Medicaid eligibility and application.","S97","Dunnavant","H02","Left in Appropriations","03/08/16","S05","Passed Senate (39-Y 0-N)","02/12/16","","","","","N","N","Y","N","Y","N","N","N","SB775","01/25/16","SB775S1","02/10/16","","","","","","","","","H0294","S5001","","","","01/25/16","H0294"
"SB776","Public schools; residency of children in kinship care.","S71","Barker","H09","Signed by Speaker","03/04/16","S04","Enrolled Bill Communicated to Governor on 3/8/2016","03/08/16","","","Acts of Assembly Chapter text reprinted (CHAP0388)","03/11/16","N","Y","Y","Y","N","N","Y","N","SB776","01/25/16","SB776ER","03/04/16","CHAP0388","03/11/16","","","","","","","H5620","S7010","","G9999","CHAP0388","01/25/16","G9999"
"SB777","Certificate of public need; establishes program to address cost containment.","S71","Barker","","","","S04","Incorporated by Education and Health (SB561-Newman) (15-Y 0-N)","02/11/16","","","","","N","N","N","N","Y","N","N","N","SB777","01/25/16","","","","","","","","","","","","S0499","","","","01/25/16","S0499"
"SB778","Use of handheld personal communications devices while driving; penalty.","S71","Barker","","","","S11","Read third time and defeated by Senate (18-Y 22-N)","02/09/16","","","","","N","N","N","N","Y","N","N","N","SB778","01/25/16","","","","","","","","","","","","S9515","","","","01/25/16","S9515"
"SB779","Electric utility regulation; net energy metering.","S78","Stuart","","","","S02","Continued to 2017 in Commerce and Labor (15-Y 0-N)","02/15/16","","","","","N","N","N","N","N","Y","N","N","SB779","02/02/16","SB779S1","02/15/16","","","","","","","","","","S0240","","","","02/02/16","S0240"
"SB780","Home instruction or religious exemption; information disclosure.","S83","Black","H09","Signed by Speaker","03/03/16","S04","Enrolled Bill Communicated to Governor on 3/7/2016","03/07/16","","","Approved by Governor-Chapter 640 (effective 7/1/16)","04/01/16","N","Y","Y","Y","N","N","Y","N","SB780","02/03/16","SB780ER","03/03/16","","","","","","","","","H5620","S7010","","G7050","","02/03/16","G7050"
"SB781","Correctional facilities, local; facilities transporting prisoners.","S96","DeSteph","H15","Signed by Speaker","03/08/16","S09","Enrolled Bill Communicated to Governor on 3/11/16","03/11/16","","","Approved by Governor-Chapter 579 (effective 7/1/16)","03/29/16","N","Y","Y","Y","N","N","Y","N","SB781","02/08/16","SB781H1","03/02/16","SB781ER","03/08/16","","","","","","","H5620","S7010","","G7050","","02/08/16","G7050"
"SJ1","United States Constitution; ratifying the Equal Rights Amendment.","S100","Surovell","H18","Left in Privileges and Elections","03/08/16","S08","Read third time and agreed to by Senate (21-Y 19-N)","01/26/16","","","","","N","N","Y","N","Y","N","N","N","SJ1","11/22/15","SJ1S1","01/19/16","","","","","","","","","H1894","S5004","","","","11/22/15","H1894"
"SJ2","Constitutional amendment marriage; marriage (first reference).","S85","Ebbin","","","","S08","Continued to 2017 in Privileges and Elections (12-Y 0-N)","01/19/16","","","","","N","N","N","N","N","Y","N","N","SJ2","11/24/15","","","","","","","","","","","","S0840","","","","11/24/15","S0840"
"SJ3","Commending Travis C. McDonald, Jr.","S82","Stanley","","Agreed to by House by voice vote","01/29/16","","Bill text as passed Senate and House (SJ3ER)","01/29/16","","","","","N","Y","Y","Y","N","N","N","N","SJ3","12/01/15","SJ3ER","01/29/16","","","","","","","","","H5110","S5601","","","","12/01/15","S5601"
"SJ4","Constitutional amendment; Governor&apos;s term of office.","S87","Garrett","","","","S08","Continued to 2017 in Privileges and Elections (12-Y 0-N)","01/19/16","","","","","N","N","N","N","N","Y","N","N","SJ4","12/03/15","","","","","","","","","","","","S0840","","","","12/03/15","S0840"
"SJ5","Commending Julian B. Jacobs.","S60","Wagner","","Agreed to by House by voice vote","01/29/16","","Bill text as passed Senate and House (SJ5ER)","01/29/16","","","","","N","Y","Y","Y","N","N","N","N","SJ5","12/04/15","SJ5ER","01/29/16","","","","","","","","","H5110","S5601","","","","12/04/15","S5601"
"SJ6","Constitutional amendment (second resolution); charter schools.","S68","Obenshain","","","","S08","Rejected by Senate (19-Y 21-N)","02/15/16","","","","","N","N","N","N","Y","N","N","N","SJ6","12/09/15","","","","","","","","","","","","S9530","","","","12/09/15","S9530"
"SJ7","Constitutional amendment; real property tax exemption for certain primary residences.","S89","Alexander","","","","S08","Continued to 2017 in Privileges and Elections (12-Y 0-N)","01/19/16","","","","","N","N","N","N","N","Y","N","N","SJ7","12/16/15","","","","","","","","","","","","S0840","","","","12/16/15","S0840"
"SJ8","Commending Joseph L. Ritchey.","S17","Howell","","Agreed to by House by voice vote","01/29/16","","Bill text as passed Senate and House (SJ8ER)","01/29/16","","","","","N","Y","Y","Y","N","N","N","N","SJ8","12/16/15","SJ8ER","01/29/16","","","","","","","","","H5110","S5601","","","","12/16/15","S5601"
